component_type,criticality,status,action,strategy_type,upstream_callers_count,downstream_deps_count,total_affected_count,critical_callers_count,max_dependency_depth,is_spof,cross_env_links,cpu_percent,has_cpu_telemetry,storage_gb,has_storage_telemetry,cost_per_month,risk_score,simulated_downtime_minutes,has_downtime_metric,simulated_cost_delta,has_cost_metric,strategy_complexity,provides_redundancy,requires_data_sync,zero_downtime_capable,suitability_score,is_suitable_label
database,critical,degraded,restart,direct_lift_shift,0,2,2,0,0,0,0,66.7,1,562.1,1,2189.29,60,58.1,1,0.0,1,1,0,0,0,0.5902,0
database,critical,degraded,restart,phased_blue_green,0,2,2,0,0,0,0,66.7,1,562.1,1,2189.29,60,58.1,1,0.0,1,2,1,1,1,0.4699,0
database,critical,degraded,restart,multi_az_modernize,0,2,2,0,0,0,0,66.7,1,562.1,1,2189.29,60,58.1,1,0.0,1,3,1,0,1,0.98,1
database,critical,degraded,restart,read_replica_offload,0,2,2,0,0,0,0,66.7,1,562.1,1,2189.29,60,58.1,1,0.0,1,3,0,1,0,0.4674,0
database,critical,degraded,restart,auto_scaling_group,0,2,2,0,0,0,0,66.7,1,562.1,1,2189.29,60,58.1,1,0.0,1,2,1,0,1,0.1469,0
database,critical,degraded,restart,dependency_circuit_breaker,0,2,2,0,0,0,0,66.7,1,562.1,1,2189.29,60,58.1,1,0.0,1,3,0,0,0,0.1636,0
container,high,active,scale,direct_lift_shift,2,3,5,0,1,1,0,89.1,1,-1.0,0,2009.54,85,-1.0,0,1004.77,1,1,0,0,0,0.2611,0
container,high,active,scale,phased_blue_green,2,3,5,0,1,1,0,89.1,1,-1.0,0,2009.54,85,-1.0,0,1004.77,1,2,1,1,1,0.6831,0
container,high,active,scale,multi_az_modernize,2,3,5,0,1,1,0,89.1,1,-1.0,0,2009.54,85,-1.0,0,1004.77,1,3,1,0,1,0.9005,1
container,high,active,scale,read_replica_offload,2,3,5,0,1,1,0,89.1,1,-1.0,0,2009.54,85,-1.0,0,1004.77,1,3,0,1,0,0.1581,0
container,high,active,scale,auto_scaling_group,2,3,5,0,1,1,0,89.1,1,-1.0,0,2009.54,85,-1.0,0,1004.77,1,2,1,0,1,0.9394,1
container,high,active,scale,dependency_circuit_breaker,2,3,5,0,1,1,0,89.1,1,-1.0,0,2009.54,85,-1.0,0,1004.77,1,3,0,0,0,0.6088,0
storage,high,degraded,scale,direct_lift_shift,1,3,4,0,3,0,0,79.4,1,308.7,1,1992.46,60,45.4,1,996.23,1,1,0,0,0,0.625,0
storage,high,degraded,scale,phased_blue_green,1,3,4,0,3,0,0,79.4,1,308.7,1,1992.46,60,45.4,1,996.23,1,2,1,1,1,0.4657,0
storage,high,degraded,scale,multi_az_modernize,1,3,4,0,3,0,0,79.4,1,308.7,1,1992.46,60,45.4,1,996.23,1,3,1,0,1,0.8572,1
storage,high,degraded,scale,read_replica_offload,1,3,4,0,3,0,0,79.4,1,308.7,1,1992.46,60,45.4,1,996.23,1,3,0,1,0,0.1193,0
storage,high,degraded,scale,auto_scaling_group,1,3,4,0,3,0,0,79.4,1,308.7,1,1992.46,60,45.4,1,996.23,1,2,1,0,1,0.1411,0
storage,high,degraded,scale,dependency_circuit_breaker,1,3,4,0,3,0,0,79.4,1,308.7,1,1992.46,60,45.4,1,996.23,1,3,0,0,0,0.5286,0
database,high,active,scale,direct_lift_shift,6,2,8,2,0,1,0,64.5,1,981.2,1,1349.82,75,79.1,1,674.91,1,1,0,0,0,0.2689,0
database,high,active,scale,phased_blue_green,6,2,8,2,0,1,0,64.5,1,981.2,1,1349.82,75,79.1,1,674.91,1,2,1,1,1,0.6471,0
database,high,active,scale,multi_az_modernize,6,2,8,2,0,1,0,64.5,1,981.2,1,1349.82,75,79.1,1,674.91,1,3,1,0,1,0.98,1
database,high,active,scale,read_replica_offload,6,2,8,2,0,1,0,64.5,1,981.2,1,1349.82,75,79.1,1,674.91,1,3,0,1,0,0.8894,1
database,high,active,scale,auto_scaling_group,6,2,8,2,0,1,0,64.5,1,981.2,1,1349.82,75,79.1,1,674.91,1,2,1,0,1,0.1321,0
database,high,active,scale,dependency_circuit_breaker,6,2,8,2,0,1,0,64.5,1,981.2,1,1349.82,75,79.1,1,674.91,1,3,0,0,0,0.9343,1
server,critical,degraded,scale,direct_lift_shift,4,0,4,0,4,0,0,71.9,1,608.2,1,1288.33,93,65.4,1,644.16,1,1,0,0,0,0.2586,0
server,critical,degraded,scale,phased_blue_green,4,0,4,0,4,0,0,71.9,1,608.2,1,1288.33,93,65.4,1,644.16,1,2,1,1,1,0.6002,0
server,critical,degraded,scale,multi_az_modernize,4,0,4,0,4,0,0,71.9,1,608.2,1,1288.33,93,65.4,1,644.16,1,3,1,0,1,0.98,1
server,critical,degraded,scale,read_replica_offload,4,0,4,0,4,0,0,71.9,1,608.2,1,1288.33,93,65.4,1,644.16,1,3,0,1,0,0.1154,0
server,critical,degraded,scale,auto_scaling_group,4,0,4,0,4,0,0,71.9,1,608.2,1,1288.33,93,65.4,1,644.16,1,2,1,0,1,0.9146,1
server,critical,degraded,scale,dependency_circuit_breaker,4,0,4,0,4,0,0,71.9,1,608.2,1,1288.33,93,65.4,1,644.16,1,3,0,0,0,0.5061,0
lambda,high,degraded,migrate,direct_lift_shift,6,0,6,4,4,0,1,15.9,1,-1.0,0,1667.31,92,35.0,1,333.46,1,1,0,0,0,0.2523,0
lambda,high,degraded,migrate,phased_blue_green,6,0,6,4,4,0,1,15.9,1,-1.0,0,1667.31,92,35.0,1,333.46,1,2,1,1,1,0.4043,0
lambda,high,degraded,migrate,multi_az_modernize,6,0,6,4,4,0,1,15.9,1,-1.0,0,1667.31,92,35.0,1,333.46,1,3,1,0,1,0.8143,1
lambda,high,degraded,migrate,read_replica_offload,6,0,6,4,4,0,1,15.9,1,-1.0,0,1667.31,92,35.0,1,333.46,1,3,0,1,0,0.1224,0
lambda,high,degraded,migrate,auto_scaling_group,6,0,6,4,4,0,1,15.9,1,-1.0,0,1667.31,92,35.0,1,333.46,1,2,1,0,1,0.5433,0
lambda,high,degraded,migrate,dependency_circuit_breaker,6,0,6,4,4,0,1,15.9,1,-1.0,0,1667.31,92,35.0,1,333.46,1,3,0,0,0,0.9422,1
application,medium,warning,migrate,direct_lift_shift,4,4,8,2,3,0,2,26.3,1,-1.0,0,1669.02,67,29.9,1,333.8,1,1,0,0,0,0.1949,0
application,medium,warning,migrate,phased_blue_green,4,4,8,2,3,0,2,26.3,1,-1.0,0,1669.02,67,29.9,1,333.8,1,2,1,1,1,0.9625,1
application,medium,warning,migrate,multi_az_modernize,4,4,8,2,3,0,2,26.3,1,-1.0,0,1669.02,67,29.9,1,333.8,1,3,1,0,1,0.5206,0
application,medium,warning,migrate,read_replica_offload,4,4,8,2,3,0,2,26.3,1,-1.0,0,1669.02,67,29.9,1,333.8,1,3,0,1,0,0.1206,0
application,medium,warning,migrate,auto_scaling_group,4,4,8,2,3,0,2,26.3,1,-1.0,0,1669.02,67,29.9,1,333.8,1,2,1,0,1,0.5206,0
application,medium,warning,migrate,dependency_circuit_breaker,4,4,8,2,3,0,2,26.3,1,-1.0,0,1669.02,67,29.9,1,333.8,1,3,0,0,0,0.98,1
lambda,high,warning,restart,direct_lift_shift,6,4,10,0,2,0,0,59.3,1,-1.0,0,1643.67,57,-1.0,0,0.0,1,1,0,0,0,0.2728,0
lambda,high,warning,restart,phased_blue_green,6,4,10,0,2,0,0,59.3,1,-1.0,0,1643.67,57,-1.0,0,0.0,1,2,1,1,1,0.4954,0
lambda,high,warning,restart,multi_az_modernize,6,4,10,0,2,0,0,59.3,1,-1.0,0,1643.67,57,-1.0,0,0.0,1,3,1,0,1,0.8382,1
lambda,high,warning,restart,read_replica_offload,6,4,10,0,2,0,0,59.3,1,-1.0,0,1643.67,57,-1.0,0,0.0,1,3,0,1,0,0.1261,0
lambda,high,warning,restart,auto_scaling_group,6,4,10,0,2,0,0,59.3,1,-1.0,0,1643.67,57,-1.0,0,0.0,1,2,1,0,1,0.4874,0
lambda,high,warning,restart,dependency_circuit_breaker,6,4,10,0,2,0,0,59.3,1,-1.0,0,1643.67,57,-1.0,0,0.0,1,3,0,0,0,0.5304,0
lambda,low,degraded,scale,direct_lift_shift,8,3,11,1,0,0,0,62.6,1,-1.0,0,251.6,63,-1.0,0,125.8,1,1,0,0,0,0.2191,0
lambda,low,degraded,scale,phased_blue_green,8,3,11,1,0,0,0,62.6,1,-1.0,0,251.6,63,-1.0,0,125.8,1,2,1,1,1,0.4405,0
lambda,low,degraded,scale,multi_az_modernize,8,3,11,1,0,0,0,62.6,1,-1.0,0,251.6,63,-1.0,0,125.8,1,3,1,0,1,0.3806,0
lambda,low,degraded,scale,read_replica_offload,8,3,11,1,0,0,0,62.6,1,-1.0,0,251.6,63,-1.0,0,125.8,1,3,0,1,0,0.1033,0
lambda,low,degraded,scale,auto_scaling_group,8,3,11,1,0,0,0,62.6,1,-1.0,0,251.6,63,-1.0,0,125.8,1,2,1,0,1,0.5926,0
lambda,low,degraded,scale,dependency_circuit_breaker,8,3,11,1,0,0,0,62.6,1,-1.0,0,251.6,63,-1.0,0,125.8,1,3,0,0,0,0.8253,1
database,medium,active,scale,direct_lift_shift,2,0,2,0,1,0,0,62.0,1,458.1,1,2217.62,40,57.9,1,1108.81,1,1,0,0,0,0.6275,0
database,medium,active,scale,phased_blue_green,2,0,2,0,1,0,0,62.0,1,458.1,1,2217.62,40,57.9,1,1108.81,1,2,1,1,1,0.5855,0
database,medium,active,scale,multi_az_modernize,2,0,2,0,1,0,0,62.0,1,458.1,1,2217.62,40,57.9,1,1108.81,1,3,1,0,1,0.6811,0
database,medium,active,scale,read_replica_offload,2,0,2,0,1,0,0,62.0,1,458.1,1,2217.62,40,57.9,1,1108.81,1,3,0,1,0,0.5436,0
database,medium,active,scale,auto_scaling_group,2,0,2,0,1,0,0,62.0,1,458.1,1,2217.62,40,57.9,1,1108.81,1,2,1,0,1,0.1526,0
database,medium,active,scale,dependency_circuit_breaker,2,0,2,0,1,0,0,62.0,1,458.1,1,2217.62,40,57.9,1,1108.81,1,3,0,0,0,0.4569,0
container,high,warning,fail,direct_lift_shift,7,3,10,1,1,1,0,-1.0,0,-1.0,0,1882.39,100,19.9,1,0.0,1,1,0,0,0,0.2214,0
container,high,warning,fail,phased_blue_green,7,3,10,1,1,1,0,-1.0,0,-1.0,0,1882.39,100,19.9,1,0.0,1,2,1,1,1,0.6772,0
container,high,warning,fail,multi_az_modernize,7,3,10,1,1,1,0,-1.0,0,-1.0,0,1882.39,100,19.9,1,0.0,1,3,1,0,1,0.8708,1
container,high,warning,fail,read_replica_offload,7,3,10,1,1,1,0,-1.0,0,-1.0,0,1882.39,100,19.9,1,0.0,1,3,0,1,0,0.1087,0
container,high,warning,fail,auto_scaling_group,7,3,10,1,1,1,0,-1.0,0,-1.0,0,1882.39,100,19.9,1,0.0,1,2,1,0,1,0.5018,0
container,high,warning,fail,dependency_circuit_breaker,7,3,10,1,1,1,0,-1.0,0,-1.0,0,1882.39,100,19.9,1,0.0,1,3,0,0,0,0.8739,1
server,low,active,scale,direct_lift_shift,8,3,11,0,4,0,0,48.8,1,669.2,1,2469.97,43,68.5,1,1234.98,1,1,0,0,0,0.3358,0
server,low,active,scale,phased_blue_green,8,3,11,0,4,0,0,48.8,1,669.2,1,2469.97,43,68.5,1,1234.98,1,2,1,1,1,0.6754,0
server,low,active,scale,multi_az_modernize,8,3,11,0,4,0,0,48.8,1,669.2,1,2469.97,43,68.5,1,1234.98,1,3,1,0,1,0.619,0
server,low,active,scale,read_replica_offload,8,3,11,0,4,0,0,48.8,1,669.2,1,2469.97,43,68.5,1,1234.98,1,3,0,1,0,0.1075,0
server,low,active,scale,auto_scaling_group,8,3,11,0,4,0,0,48.8,1,669.2,1,2469.97,43,68.5,1,1234.98,1,2,1,0,1,0.9235,1
server,low,active,scale,dependency_circuit_breaker,8,3,11,0,4,0,0,48.8,1,669.2,1,2469.97,43,68.5,1,1234.98,1,3,0,0,0,0.5341,0
container,medium,degraded,fail,direct_lift_shift,8,3,11,1,3,1,0,81.4,1,-1.0,0,707.73,100,29.9,1,0.0,1,1,0,0,0,0.2183,0
container,medium,degraded,fail,phased_blue_green,8,3,11,1,3,1,0,81.4,1,-1.0,0,707.73,100,29.9,1,0.0,1,2,1,1,1,0.6454,0
container,medium,degraded,fail,multi_az_modernize,8,3,11,1,3,1,0,81.4,1,-1.0,0,707.73,100,29.9,1,0.0,1,3,1,0,1,0.9202,1
container,medium,degraded,fail,read_replica_offload,8,3,11,1,3,1,0,81.4,1,-1.0,0,707.73,100,29.9,1,0.0,1,3,0,1,0,0.1346,0
container,medium,degraded,fail,auto_scaling_group,8,3,11,1,3,1,0,81.4,1,-1.0,0,707.73,100,29.9,1,0.0,1,2,1,0,1,0.902,1
container,medium,degraded,fail,dependency_circuit_breaker,8,3,11,1,3,1,0,81.4,1,-1.0,0,707.73,100,29.9,1,0.0,1,3,0,0,0,0.8866,1
container,low,warning,scale,direct_lift_shift,4,3,7,0,2,0,0,85.9,1,-1.0,0,219.83,63,-1.0,0,109.92,1,1,0,0,0,0.231,0
container,low,warning,scale,phased_blue_green,4,3,7,0,2,0,0,85.9,1,-1.0,0,219.83,63,-1.0,0,109.92,1,2,1,1,1,0.6239,0
container,low,warning,scale,multi_az_modernize,4,3,7,0,2,0,0,85.9,1,-1.0,0,219.83,63,-1.0,0,109.92,1,3,1,0,1,0.5706,0
container,low,warning,scale,read_replica_offload,4,3,7,0,2,0,0,85.9,1,-1.0,0,219.83,63,-1.0,0,109.92,1,3,0,1,0,0.1162,0
container,low,warning,scale,auto_scaling_group,4,3,7,0,2,0,0,85.9,1,-1.0,0,219.83,63,-1.0,0,109.92,1,2,1,0,1,0.8996,1
container,low,warning,scale,dependency_circuit_breaker,4,3,7,0,2,0,0,85.9,1,-1.0,0,219.83,63,-1.0,0,109.92,1,3,0,0,0,0.5367,0
database,high,degraded,scale,direct_lift_shift,3,0,3,3,3,0,0,49.6,1,-1.0,0,2085.57,80,-1.0,0,1042.79,1,1,0,0,0,0.3349,0
database,high,degraded,scale,phased_blue_green,3,0,3,3,3,0,0,49.6,1,-1.0,0,2085.57,80,-1.0,0,1042.79,1,2,1,1,1,0.6913,0
database,high,degraded,scale,multi_az_modernize,3,0,3,3,3,0,0,49.6,1,-1.0,0,2085.57,80,-1.0,0,1042.79,1,3,1,0,1,0.98,1
database,high,degraded,scale,read_replica_offload,3,0,3,3,3,0,0,49.6,1,-1.0,0,2085.57,80,-1.0,0,1042.79,1,3,0,1,0,0.9306,1
database,high,degraded,scale,auto_scaling_group,3,0,3,3,3,0,0,49.6,1,-1.0,0,2085.57,80,-1.0,0,1042.79,1,2,1,0,1,0.2007,0
database,high,degraded,scale,dependency_circuit_breaker,3,0,3,3,3,0,0,49.6,1,-1.0,0,2085.57,80,-1.0,0,1042.79,1,3,0,0,0,0.8717,1
lambda,critical,warning,fail,direct_lift_shift,7,0,7,2,2,0,0,82.5,1,-1.0,0,2384.51,100,24.9,1,0.0,1,1,0,0,0,0.2678,0
lambda,critical,warning,fail,phased_blue_green,7,0,7,2,2,0,0,82.5,1,-1.0,0,2384.51,100,24.9,1,0.0,1,2,1,1,1,0.481,0
lambda,critical,warning,fail,multi_az_modernize,7,0,7,2,2,0,0,82.5,1,-1.0,0,2384.51,100,24.9,1,0.0,1,3,1,0,1,0.7629,1
lambda,critical,warning,fail,read_replica_offload,7,0,7,2,2,0,0,82.5,1,-1.0,0,2384.51,100,24.9,1,0.0,1,3,0,1,0,0.0976,0
lambda,critical,warning,fail,auto_scaling_group,7,0,7,2,2,0,0,82.5,1,-1.0,0,2384.51,100,24.9,1,0.0,1,2,1,0,1,0.3703,0
lambda,critical,warning,fail,dependency_circuit_breaker,7,0,7,2,2,0,0,82.5,1,-1.0,0,2384.51,100,24.9,1,0.0,1,3,0,0,0,0.859,1
lambda,high,degraded,scale,direct_lift_shift,4,3,7,3,0,0,0,77.8,1,-1.0,0,1815.97,80,-1.0,0,907.99,1,1,0,0,0,0.2399,0
lambda,high,degraded,scale,phased_blue_green,4,3,7,3,0,0,0,77.8,1,-1.0,0,1815.97,80,-1.0,0,907.99,1,2,1,1,1,0.4001,0
lambda,high,degraded,scale,multi_az_modernize,4,3,7,3,0,0,0,77.8,1,-1.0,0,1815.97,80,-1.0,0,907.99,1,3,1,0,1,0.8653,1
lambda,high,degraded,scale,read_replica_offload,4,3,7,3,0,0,0,77.8,1,-1.0,0,1815.97,80,-1.0,0,907.99,1,3,0,1,0,0.05,0
lambda,high,degraded,scale,auto_scaling_group,4,3,7,3,0,0,0,77.8,1,-1.0,0,1815.97,80,-1.0,0,907.99,1,2,1,0,1,0.4824,0
lambda,high,degraded,scale,dependency_circuit_breaker,4,3,7,3,0,0,0,77.8,1,-1.0,0,1815.97,80,-1.0,0,907.99,1,3,0,0,0,0.9052,1
lambda,high,warning,migrate,direct_lift_shift,6,4,10,4,0,0,3,-1.0,0,-1.0,0,1165.01,82,14.9,1,233.0,1,1,0,0,0,0.3077,0
lambda,high,warning,migrate,phased_blue_green,6,4,10,4,0,0,3,-1.0,0,-1.0,0,1165.01,82,14.9,1,233.0,1,2,1,1,1,0.3926,0
lambda,high,warning,migrate,multi_az_modernize,6,4,10,4,0,0,3,-1.0,0,-1.0,0,1165.01,82,14.9,1,233.0,1,3,1,0,1,0.8465,1
lambda,high,warning,migrate,read_replica_offload,6,4,10,4,0,0,3,-1.0,0,-1.0,0,1165.01,82,14.9,1,233.0,1,3,0,1,0,0.1004,0
lambda,high,warning,migrate,auto_scaling_group,6,4,10,4,0,0,3,-1.0,0,-1.0,0,1165.01,82,14.9,1,233.0,1,2,1,0,1,0.4607,0
lambda,high,warning,migrate,dependency_circuit_breaker,6,4,10,4,0,0,3,-1.0,0,-1.0,0,1165.01,82,14.9,1,233.0,1,3,0,0,0,0.9185,1
server,medium,degraded,restart,direct_lift_shift,3,3,6,2,2,1,0,73.9,1,256.0,1,223.13,82,37.8,1,0.0,1,1,0,0,0,0.258,0
server,medium,degraded,restart,phased_blue_green,3,3,6,2,2,1,0,73.9,1,256.0,1,223.13,82,37.8,1,0.0,1,2,1,1,1,0.626,0
server,medium,degraded,restart,multi_az_modernize,3,3,6,2,2,1,0,73.9,1,256.0,1,223.13,82,37.8,1,0.0,1,3,1,0,1,0.98,1
server,medium,degraded,restart,read_replica_offload,3,3,6,2,2,1,0,73.9,1,256.0,1,223.13,82,37.8,1,0.0,1,3,0,1,0,0.0846,0
server,medium,degraded,restart,auto_scaling_group,3,3,6,2,2,1,0,73.9,1,256.0,1,223.13,82,37.8,1,0.0,1,2,1,0,1,0.5045,0
server,medium,degraded,restart,dependency_circuit_breaker,3,3,6,2,2,1,0,73.9,1,256.0,1,223.13,82,37.8,1,0.0,1,3,0,0,0,0.9265,1
server,critical,degraded,scale,direct_lift_shift,1,6,7,0,0,0,0,26.9,1,-1.0,0,397.91,73,-1.0,0,198.96,1,1,0,0,0,0.6634,0
server,critical,degraded,scale,phased_blue_green,1,6,7,0,0,0,0,26.9,1,-1.0,0,397.91,73,-1.0,0,198.96,1,2,1,1,1,0.4505,0
server,critical,degraded,scale,multi_az_modernize,1,6,7,0,0,0,0,26.9,1,-1.0,0,397.91,73,-1.0,0,198.96,1,3,1,0,1,0.98,1
server,critical,degraded,scale,read_replica_offload,1,6,7,0,0,0,0,26.9,1,-1.0,0,397.91,73,-1.0,0,198.96,1,3,0,1,0,0.05,0
server,critical,degraded,scale,auto_scaling_group,1,6,7,0,0,0,0,26.9,1,-1.0,0,397.91,73,-1.0,0,198.96,1,2,1,0,1,0.9439,1
server,critical,degraded,scale,dependency_circuit_breaker,1,6,7,0,0,0,0,26.9,1,-1.0,0,397.91,73,-1.0,0,198.96,1,3,0,0,0,0.5235,0
database,low,warning,migrate,direct_lift_shift,3,3,6,2,2,0,0,23.9,1,580.8,1,2323.64,50,69.0,1,464.73,1,1,0,0,0,0.1612,0
database,low,warning,migrate,phased_blue_green,3,3,6,2,2,0,0,23.9,1,580.8,1,2323.64,50,69.0,1,464.73,1,2,1,1,1,0.9751,1
database,low,warning,migrate,multi_az_modernize,3,3,6,2,2,0,0,23.9,1,580.8,1,2323.64,50,69.0,1,464.73,1,3,1,0,1,0.6917,0
database,low,warning,migrate,read_replica_offload,3,3,6,2,2,0,0,23.9,1,580.8,1,2323.64,50,69.0,1,464.73,1,3,0,1,0,0.9303,1
database,low,warning,migrate,auto_scaling_group,3,3,6,2,2,0,0,23.9,1,580.8,1,2323.64,50,69.0,1,464.73,1,2,1,0,1,0.1264,0
database,low,warning,migrate,dependency_circuit_breaker,3,3,6,2,2,0,0,23.9,1,580.8,1,2323.64,50,69.0,1,464.73,1,3,0,0,0,0.934,1
container,low,degraded,scale,direct_lift_shift,1,4,5,1,0,0,0,35.6,1,-1.0,0,1716.96,51,-1.0,0,858.48,1,1,0,0,0,0.8643,1
container,low,degraded,scale,phased_blue_green,1,4,5,1,0,0,0,35.6,1,-1.0,0,1716.96,51,-1.0,0,858.48,1,2,1,1,1,0.4723,0
container,low,degraded,scale,multi_az_modernize,1,4,5,1,0,0,0,35.6,1,-1.0,0,1716.96,51,-1.0,0,858.48,1,3,1,0,1,0.536,0
container,low,degraded,scale,read_replica_offload,1,4,5,1,0,0,0,35.6,1,-1.0,0,1716.96,51,-1.0,0,858.48,1,3,0,1,0,0.1123,0
container,low,degraded,scale,auto_scaling_group,1,4,5,1,0,0,0,35.6,1,-1.0,0,1716.96,51,-1.0,0,858.48,1,2,1,0,1,0.98,1
container,low,degraded,scale,dependency_circuit_breaker,1,4,5,1,0,0,0,35.6,1,-1.0,0,1716.96,51,-1.0,0,858.48,1,3,0,0,0,0.5252,0
server,critical,degraded,fail,direct_lift_shift,5,0,5,4,2,0,0,-1.0,0,492.8,1,1095.14,100,49.6,1,0.0,1,1,0,0,0,0.2168,0
server,critical,degraded,fail,phased_blue_green,5,0,5,4,2,0,0,-1.0,0,492.8,1,1095.14,100,49.6,1,0.0,1,2,1,1,1,0.6276,0
server,critical,degraded,fail,multi_az_modernize,5,0,5,4,2,0,0,-1.0,0,492.8,1,1095.14,100,49.6,1,0.0,1,3,1,0,1,0.98,1
server,critical,degraded,fail,read_replica_offload,5,0,5,4,2,0,0,-1.0,0,492.8,1,1095.14,100,49.6,1,0.0,1,3,0,1,0,0.1244,0
server,critical,degraded,fail,auto_scaling_group,5,0,5,4,2,0,0,-1.0,0,492.8,1,1095.14,100,49.6,1,0.0,1,2,1,0,1,0.4992,0
server,critical,degraded,fail,dependency_circuit_breaker,5,0,5,4,2,0,0,-1.0,0,492.8,1,1095.14,100,49.6,1,0.0,1,3,0,0,0,0.9047,1
application,low,warning,scale,direct_lift_shift,6,1,7,4,2,1,0,75.8,1,-1.0,0,1172.89,58,-1.0,0,586.45,1,1,0,0,0,0.3011,0
application,low,warning,scale,phased_blue_green,6,1,7,4,2,1,0,75.8,1,-1.0,0,1172.89,58,-1.0,0,586.45,1,2,1,1,1,0.6263,0
application,low,warning,scale,multi_az_modernize,6,1,7,4,2,1,0,75.8,1,-1.0,0,1172.89,58,-1.0,0,586.45,1,3,1,0,1,0.9219,1
application,low,warning,scale,read_replica_offload,6,1,7,4,2,1,0,75.8,1,-1.0,0,1172.89,58,-1.0,0,586.45,1,3,0,1,0,0.0919,0
application,low,warning,scale,auto_scaling_group,6,1,7,4,2,1,0,75.8,1,-1.0,0,1172.89,58,-1.0,0,586.45,1,2,1,0,1,0.9413,1
application,low,warning,scale,dependency_circuit_breaker,6,1,7,4,2,1,0,75.8,1,-1.0,0,1172.89,58,-1.0,0,586.45,1,3,0,0,0,0.944,1
storage,medium,degraded,scale,direct_lift_shift,1,2,3,1,1,0,0,58.4,1,339.7,1,1245.88,58,37.0,1,622.94,1,1,0,0,0,0.633,0
storage,medium,degraded,scale,phased_blue_green,1,2,3,1,1,0,0,58.4,1,339.7,1,1245.88,58,37.0,1,622.94,1,2,1,1,1,0.5325,0
storage,medium,degraded,scale,multi_az_modernize,1,2,3,1,1,0,0,58.4,1,339.7,1,1245.88,58,37.0,1,622.94,1,3,1,0,1,0.5522,0
storage,medium,degraded,scale,read_replica_offload,1,2,3,1,1,0,0,58.4,1,339.7,1,1245.88,58,37.0,1,622.94,1,3,0,1,0,0.1008,0
storage,medium,degraded,scale,auto_scaling_group,1,2,3,1,1,0,0,58.4,1,339.7,1,1245.88,58,37.0,1,622.94,1,2,1,0,1,0.1773,0
storage,medium,degraded,scale,dependency_circuit_breaker,1,2,3,1,1,0,0,58.4,1,339.7,1,1245.88,58,37.0,1,622.94,1,3,0,0,0,0.4876,0
application,high,degraded,scale,direct_lift_shift,5,6,11,2,2,0,0,84.8,1,-1.0,0,1398.36,80,-1.0,0,699.18,1,1,0,0,0,0.263,0
application,high,degraded,scale,phased_blue_green,5,6,11,2,2,0,0,84.8,1,-1.0,0,1398.36,80,-1.0,0,699.18,1,2,1,1,1,0.6448,0
application,high,degraded,scale,multi_az_modernize,5,6,11,2,2,0,0,84.8,1,-1.0,0,1398.36,80,-1.0,0,699.18,1,3,1,0,1,0.9039,1
application,high,degraded,scale,read_replica_offload,5,6,11,2,2,0,0,84.8,1,-1.0,0,1398.36,80,-1.0,0,699.18,1,3,0,1,0,0.1238,0
application,high,degraded,scale,auto_scaling_group,5,6,11,2,2,0,0,84.8,1,-1.0,0,1398.36,80,-1.0,0,699.18,1,2,1,0,1,0.9173,1
application,high,degraded,scale,dependency_circuit_breaker,5,6,11,2,2,0,0,84.8,1,-1.0,0,1398.36,80,-1.0,0,699.18,1,3,0,0,0,0.98,1
container,high,active,scale,direct_lift_shift,6,3,9,4,1,1,0,51.7,1,-1.0,0,1986.47,75,-1.0,0,993.24,1,1,0,0,0,0.2098,0
container,high,active,scale,phased_blue_green,6,3,9,4,1,1,0,51.7,1,-1.0,0,1986.47,75,-1.0,0,993.24,1,2,1,1,1,0.6014,0
container,high,active,scale,multi_az_modernize,6,3,9,4,1,1,0,51.7,1,-1.0,0,1986.47,75,-1.0,0,993.24,1,3,1,0,1,0.9463,1
container,high,active,scale,read_replica_offload,6,3,9,4,1,1,0,51.7,1,-1.0,0,1986.47,75,-1.0,0,993.24,1,3,0,1,0,0.1317,0
container,high,active,scale,auto_scaling_group,6,3,9,4,1,1,0,51.7,1,-1.0,0,1986.47,75,-1.0,0,993.24,1,2,1,0,1,0.975,1
container,high,active,scale,dependency_circuit_breaker,6,3,9,4,1,1,0,51.7,1,-1.0,0,1986.47,75,-1.0,0,993.24,1,3,0,0,0,0.9251,1
server,medium,active,fail,direct_lift_shift,3,2,5,3,2,1,0,46.2,1,334.1,1,1763.08,92,41.7,1,0.0,1,1,0,0,0,0.2495,0
server,medium,active,fail,phased_blue_green,3,2,5,3,2,1,0,46.2,1,334.1,1,1763.08,92,41.7,1,0.0,1,2,1,1,1,0.6141,0
server,medium,active,fail,multi_az_modernize,3,2,5,3,2,1,0,46.2,1,334.1,1,1763.08,92,41.7,1,0.0,1,3,1,0,1,0.98,1
server,medium,active,fail,read_replica_offload,3,2,5,3,2,1,0,46.2,1,334.1,1,1763.08,92,41.7,1,0.0,1,3,0,1,0,0.0729,0
server,medium,active,fail,auto_scaling_group,3,2,5,3,2,1,0,46.2,1,334.1,1,1763.08,92,41.7,1,0.0,1,2,1,0,1,0.539,0
server,medium,active,fail,dependency_circuit_breaker,3,2,5,3,2,1,0,46.2,1,334.1,1,1763.08,92,41.7,1,0.0,1,3,0,0,0,0.8941,1
application,medium,degraded,scale,direct_lift_shift,1,5,6,1,2,0,0,-1.0,0,-1.0,0,1348.94,58,-1.0,0,674.47,1,1,0,0,0,0.567,0
